hour,day,temperature,rain,availability_percentage,congestion_level
22,5,35.9,0,96.64,0
17,0,38.2,1,100.0,0
4,5,16.3,0,61.76,1
15,2,27.8,0,100.0,0
18,1,18.7,1,100.0,0
13,4,27.9,1,86.19,0
15,2,28.0,0,100.0,0
14,2,29.9,1,91.16,0
21,1,41.8,1,100.0,0
3,6,39.2,0,49.14,1
6,4,34.1,0,53.37,1
15,2,41.6,1,100.0,0
23,5,35.4,1,93.61,0
21,1,39.6,1,84.9,0
20,6,31.9,1,100.0,0
21,4,30.8,0,98.8,0
20,3,36.7,0,100.0,0
7,0,15.6,1,56.63,1
16,5,35.7,0,100.0,0
15,1,43.0,0,98.19,0
22,0,36.4,0,91.04,0
9,6,16.1,0,69.65,0
9,6,26.3,0,64.28,1
1,3,39.3,0,63.79,1
8,2,43.8,0,51.56,1
16,2,26.1,1,100.0,0
10,4,40.2,1,59.57,1
9,1,40.9,0,59.65,1
21,1,18.7,0,100.0,0
16,6,40.4,0,100.0,0
3,4,24.7,0,67.42,0
15,0,32.8,0,100.0,0
19,2,31.2,1,100.0,0
14,2,34.9,0,83.31,0
20,6,37.2,1,100.0,0
4,1,28.2,1,59.21,1
5,6,41.6,0,45.19,1
16,1,39.3,0,100.0,0
0,4,38.6,0,85.2,0
18,3,28.7,1,100.0,0
3,0,16.1,1,74.76,0
16,5,29.8,1,100.0,0
8,3,42.0,0,58.33,1
23,3,20.7,0,88.1,0
1,1,44.5,0,71.62,0
7,1,39.2,0,51.39,1
14,1,36.3,0,92.41,0
6,3,35.3,0,49.48,1
5,6,32.6,1,47.02,1
0,0,36.6,1,83.31,0
14,6,27.7,0,94.53,0
22,1,40.4,0,100.0,0
6,2,35.9,1,53.38,1
16,6,38.1,1,100.0,0
1,0,38.8,1,75.18,0
8,2,17.8,0,54.33,1
8,0,16.7,1,55.92,1
12,1,39.0,1,84.35,0
5,6,22.8,1,58.23,1
5,5,32.5,1,60.25,1
19,4,28.3,1,100.0,0
19,1,15.7,0,100.0,0
20,3,16.2,0,100.0,0
2,5,39.8,1,70.51,0
16,3,33.2,0,100.0,0
16,0,30.7,0,94.17,0
11,3,43.3,1,79.42,0
15,5,20.2,0,100.0,0
14,5,22.7,0,99.97,0
12,1,37.7,1,80.13,0
22,2,38.3,1,94.31,0
0,1,27.1,0,80.52,0
16,0,43.5,0,100.0,0
2,3,43.1,0,51.29,1
14,2,15.4,1,100.0,0
3,6,20.2,0,70.18,0
3,4,39.6,0,55.25,1
17,5,25.1,1,100.0,0
16,2,17.9,0,100.0,0
18,6,38.5,1,100.0,0
10,2,28.6,0,67.29,0
19,1,29.8,1,100.0,0
2,6,20.6,0,77.5,0
7,4,34.8,0,50.28,1
13,5,31.5,1,93.26,0
0,0,21.2,1,84.79,0
13,0,25.2,1,98.92,0
1,2,32.9,1,84.85,0
22,6,42.7,1,93.04,0
3,2,42.6,1,59.46,1
23,3,23.6,1,83.05,0
18,4,37.1,0,100.0,0
5,5,38.3,0,58.39,1
0,2,39.3,0,75.73,0
16,3,32.1,0,100.0,0
7,6,15.3,0,51.78,1
18,4,37.9,0,100.0,0
20,5,18.2,0,100.0,0
0,0,18.5,1,90.5,0
4,3,33.2,0,53.59,1
15,6,44.5,1,100.0,0
5,4,22.3,0,54.18,1
7,3,34.4,1,50.54,1
12,2,24.1,0,78.59,0
15,1,42.0,0,88.28,0
2,0,32.8,0,64.79,1
18,2,21.2,0,100.0,0
11,2,22.9,1,86.94,0
15,6,28.0,0,95.96,0
10,6,18.7,1,69.91,0
9,4,17.4,0,59.14,1
19,6,35.4,0,100.0,0
3,3,27.2,0,53.32,1
11,0,36.8,0,68.81,0
22,2,18.3,1,100.0,0
1,4,33.3,1,76.49,0
23,0,28.3,1,99.64,0
21,6,16.7,0,100.0,0
18,6,31.3,0,100.0,0
4,3,17.5,0,63.5,1
7,6,39.8,0,48.06,1
6,2,34.0,1,47.73,1
13,5,31.7,1,86.86,0
23,2,19.0,1,90.72,0
22,2,23.6,0,90.82,0
2,6,29.8,1,80.06,0
17,0,34.0,0,100.0,0
15,6,20.5,1,100.0,0
22,0,15.3,1,100.0,0
18,0,25.3,1,100.0,0
18,0,29.5,1,100.0,0
17,4,20.5,0,100.0,0
19,1,29.8,0,100.0,0
15,6,25.2,1,100.0,0
7,4,28.7,1,62.04,1
0,2,25.4,0,75.89,0
16,4,33.9,1,100.0,0
11,3,16.3,1,88.26,0
20,5,20.1,1,100.0,0
10,0,28.0,0,69.82,0
4,6,25.7,0,48.42,1
11,3,26.7,1,70.52,0
16,6,39.1,1,100.0,0
5,5,41.6,0,42.78,1
0,3,22.5,0,75.76,0
4,6,40.1,0,47.57,1
13,2,28.8,0,91.98,0
4,0,23.2,0,59.31,1
21,3,44.6,0,98.32,0
23,2,39.7,0,83.77,0
0,0,44.8,0,75.21,0
17,1,20.0,1,100.0,0
15,2,19.3,1,100.0,0
8,4,30.1,0,58.88,1
18,6,34.2,1,100.0,0
21,0,20.1,0,100.0,0
4,3,40.8,1,51.15,1
1,5,31.0,0,74.24,0
14,3,27.3,0,89.8,0
6,4,33.1,1,49.5,1
3,6,34.0,1,64.69,1
0,4,16.3,1,84.77,0
12,3,45.0,1,84.69,0
19,6,25.9,1,100.0,0
21,5,16.8,0,100.0,0
6,0,40.6,0,47.47,1
14,6,44.8,0,100.0,0
22,2,39.5,1,100.0,0
13,6,40.6,0,87.07,0
22,4,33.8,0,100.0,0
18,4,42.7,1,100.0,0
21,4,16.1,0,100.0,0
23,5,38.0,1,92.14,0
19,6,35.1,1,100.0,0
23,6,16.5,0,89.21,0
17,1,31.3,0,100.0,0
9,5,30.5,1,54.94,1
8,0,35.7,1,55.42,1
7,0,17.3,0,56.19,1
9,0,39.2,0,59.32,1
16,0,19.2,0,98.76,0
1,0,27.6,0,66.74,0
5,3,41.4,0,42.17,1
4,4,31.8,1,53.8,1
8,5,26.4,1,56.35,1
4,3,16.4,0,58.91,1
17,5,35.2,0,100.0,0
19,1,44.6,0,100.0,0
8,6,42.4,0,58.04,1
16,2,36.5,0,100.0,0
16,4,18.2,1,100.0,0
11,1,22.2,1,84.81,0
6,3,20.6,0,52.04,1
2,2,25.7,0,62.39,1
9,6,22.1,0,67.8,0
1,1,22.3,1,79.34,0
2,6,33.5,1,77.9,0
15,6,24.6,1,100.0,0
1,5,35.3,0,63.98,1
23,2,43.4,0,79.89,0
9,5,34.2,1,59.19,1
5,6,37.5,1,53.28,1
21,1,37.5,0,94.98,0
10,6,24.9,1,65.26,0
22,3,15.4,1,100.0,0
6,6,16.7,1,59.46,1
14,5,23.5,0,99.02,0
5,2,35.7,0,49.23,1
19,1,42.2,1,100.0,0
8,5,43.8,1,55.2,1
21,6,15.8,0,94.56,0
19,3,44.7,0,100.0,0
11,4,24.7,1,78.87,0
18,3,40.3,1,100.0,0
19,6,20.4,1,100.0,0
2,3,16.9,0,74.24,0
14,4,26.4,1,100.0,0
1,3,40.8,1,74.68,0
20,4,21.6,1,100.0,0
1,6,19.6,1,86.15,0
21,4,42.3,1,100.0,0
2,5,43.2,0,49.33,1
5,5,15.4,1,53.3,1
14,4,36.8,1,95.75,0
9,1,24.3,0,54.56,1
8,2,26.2,0,51.67,1
0,1,29.1,1,85.02,0
15,4,27.8,1,100.0,0
5,2,30.4,1,55.77,1
8,5,32.5,0,60.08,1
3,2,29.0,0,68.0,0
1,4,36.0,0,72.29,0
3,5,36.6,0,63.49,1
0,2,28.2,1,83.54,0
18,2,19.3,0,100.0,0
9,1,34.2,1,62.15,1
20,2,38.2,0,100.0,0
14,6,34.1,1,100.0,0
21,4,32.6,1,100.0,0
18,0,21.9,1,100.0,0
15,0,34.4,0,100.0,0
20,0,25.0,1,100.0,0
23,4,42.6,1,86.62,0
21,0,34.6,1,100.0,0
3,1,23.3,0,64.44,1
1,4,29.2,1,76.95,0
12,6,40.4,0,77.47,0
0,5,25.1,1,88.57,0
16,6,30.8,0,100.0,0
12,4,35.4,1,88.67,0
3,4,37.6,1,63.18,1
6,2,20.2,1,53.14,1
16,2,32.0,1,100.0,0
8,2,42.4,0,47.87,1
3,3,44.1,1,55.93,1
18,1,34.7,1,100.0,0
0,4,44.5,1,79.9,0
9,6,32.1,0,59.04,1
3,4,28.3,0,60.97,1
8,2,31.5,0,54.6,1
12,4,18.5,1,90.01,0
13,5,27.1,0,100.0,0
9,4,28.8,0,62.54,1
5,6,40.5,0,43.28,1
15,0,37.8,1,100.0,0
5,5,33.0,0,50.64,1
16,5,25.4,1,100.0,0
9,4,20.6,0,49.68,1
17,3,25.4,0,100.0,0
21,2,35.4,1,100.0,0
17,1,22.9,1,100.0,0
2,1,27.8,1,67.95,0
19,0,26.6,0,100.0,0
20,1,38.0,1,100.0,0
14,1,41.5,1,97.9,0
14,2,36.0,0,94.08,0
3,2,25.2,1,69.21,0
8,3,28.0,1,65.41,0
18,6,19.3,0,100.0,0
23,0,20.0,0,87.34,0
16,1,19.9,0,100.0,0
10,3,18.9,1,65.3,0
8,0,20.4,0,54.53,1
9,5,21.1,1,53.76,1
17,1,18.4,0,100.0,0
19,1,34.2,0,100.0,0
12,2,44.7,0,79.04,0
7,4,41.4,1,47.77,1
6,0,16.4,1,59.94,1
16,1,27.7,1,100.0,0
20,0,40.8,1,100.0,0
22,6,19.0,1,99.44,0
14,3,40.4,0,93.37,0
19,3,32.8,0,100.0,0
14,4,42.9,0,86.33,0
0,1,41.3,0,77.27,0
13,6,35.3,1,92.7,0
4,2,34.7,1,65.24,0
10,1,21.4,1,69.68,0
15,0,18.5,0,100.0,0
1,5,27.5,0,66.54,0
7,3,20.6,1,56.61,1
10,0,18.1,0,63.28,1
17,4,24.1,0,100.0,0
2,3,40.8,1,69.33,0
0,2,15.5,0,78.96,0
10,3,23.8,1,66.98,0
15,5,27.7,0,99.14,0
17,6,30.3,1,100.0,0
15,1,20.4,0,100.0,0
22,5,43.9,1,94.95,0
9,6,32.4,1,70.74,0
17,5,30.7,0,100.0,0
5,1,15.3,0,48.2,1
18,3,29.6,1,100.0,0
3,4,40.1,1,61.22,1
12,1,21.6,1,99.03,0
23,1,25.5,1,100.0,0
13,6,15.6,1,98.96,0
2,2,44.3,0,64.63,1
9,3,17.0,0,66.99,0
5,1,41.9,0,39.26,1
0,4,24.4,0,82.72,0
22,0,32.6,0,100.0,0
23,3,35.4,1,100.0,0
13,2,19.2,0,93.53,0
7,5,28.3,0,44.73,1
18,1,24.8,1,100.0,0
13,4,16.7,1,99.53,0
9,3,40.0,0,60.13,1
16,4,16.4,0,100.0,0
8,4,34.6,1,66.94,0
5,6,24.4,0,53.65,1
10,5,20.8,1,73.07,0
6,2,35.0,0,47.19,1
16,3,32.2,0,100.0,0
0,1,24.5,0,83.06,0
21,2,30.4,0,100.0,0
4,1,22.4,1,65.22,0
8,0,40.9,1,45.38,1
17,4,24.4,0,100.0,0
23,0,22.4,0,92.65,0
20,6,37.6,0,100.0,0
1,4,15.5,0,70.21,0
10,5,23.0,1,74.74,0
5,2,26.3,1,57.39,1
7,1,41.5,0,51.4,1
3,6,43.5,1,62.61,1
17,5,36.5,1,100.0,0
10,1,29.8,0,65.08,0
4,2,34.2,0,54.18,1
14,3,27.4,0,97.21,0
17,6,24.0,1,100.0,0
1,0,43.5,1,88.13,0
21,0,18.5,1,100.0,0
10,1,25.4,1,58.13,1
12,1,42.0,0,73.77,0
3,1,36.7,0,52.07,1
21,6,15.9,0,100.0,0
6,2,15.7,1,66.75,0
10,3,30.5,0,68.93,0
21,0,29.5,0,99.78,0
23,5,28.3,1,96.94,0
3,4,24.1,0,66.64,0
14,6,44.6,1,98.95,0
0,6,23.2,1,89.81,0
22,2,29.7,0,94.51,0
2,0,27.1,0,59.76,1
13,3,20.1,1,100.0,0
5,2,21.1,0,62.17,1
17,5,42.5,0,98.32,0
0,0,40.7,1,85.61,0
5,2,21.0,0,49.72,1
5,0,41.3,1,54.97,1
20,0,21.3,1,100.0,0
15,6,33.8,1,100.0,0
4,3,17.4,1,64.93,1
16,6,41.4,0,100.0,0
9,4,16.5,0,66.06,0
20,3,31.6,0,100.0,0
17,0,38.4,1,100.0,0
6,2,18.5,0,51.22,1
2,5,27.1,1,73.74,0
12,3,16.3,1,86.36,0
14,4,35.5,0,96.48,0
19,0,24.2,0,100.0,0
18,5,31.8,1,100.0,0
2,3,43.0,1,64.67,1
3,6,24.2,1,64.2,1
4,6,16.5,1,61.97,1
0,3,35.3,0,71.76,0
3,3,38.6,0,60.53,1
11,3,43.7,0,68.35,0
23,5,19.7,1,89.4,0
9,6,26.8,1,62.04,1
22,2,40.3,0,88.91,0
20,4,39.2,0,100.0,0
19,4,33.7,0,100.0,0
23,0,23.1,1,99.38,0
12,1,23.5,1,80.97,0
22,2,18.7,1,100.0,0
13,6,42.7,0,85.74,0
22,0,20.2,0,95.84,0
4,0,32.2,0,54.64,1
3,3,32.5,0,57.84,1
13,1,26.1,0,94.98,0
9,6,25.6,0,60.54,1
16,1,35.1,1,100.0,0
9,2,26.6,0,63.96,1
6,1,22.7,0,45.98,1
15,0,27.0,1,100.0,0
0,1,39.2,1,86.39,0
16,1,44.0,1,100.0,0
20,4,34.1,1,100.0,0
8,6,38.5,1,57.2,1
5,6,31.0,1,58.76,1
18,0,33.7,0,100.0,0
12,5,44.6,0,74.18,0
2,1,28.2,0,69.75,0
6,1,17.0,0,54.94,1
21,3,43.7,1,100.0,0
8,6,38.8,1,56.56,1
21,1,26.9,0,100.0,0
4,6,44.5,1,54.59,1
9,1,25.4,1,65.98,0
22,4,26.2,0,87.58,0
16,0,33.3,0,100.0,0
11,6,23.2,0,73.62,0
22,2,36.0,0,97.81,0
15,0,19.6,0,100.0,0
2,3,18.2,0,75.94,0
21,0,31.0,0,100.0,0
8,1,31.7,0,49.8,1
14,3,18.2,1,97.37,0
4,0,43.9,0,49.43,1
22,3,32.2,1,99.48,0
12,2,19.5,0,74.65,0
13,0,24.3,1,94.2,0
19,6,39.0,0,100.0,0
14,6,30.7,0,95.8,0
15,5,20.6,0,100.0,0
22,1,18.1,0,90.23,0
12,3,27.9,0,85.35,0
16,5,25.1,1,100.0,0
22,5,34.7,0,91.11,0
7,4,42.8,0,47.32,1
20,3,22.4,0,100.0,0
1,5,40.7,1,74.59,0
4,4,42.6,1,45.55,1
5,5,42.1,1,54.23,1
11,1,43.6,1,76.78,0
17,2,40.3,1,100.0,0
21,4,32.8,1,100.0,0
21,2,27.3,0,100.0,0
0,3,29.8,0,86.6,0
16,1,41.2,0,100.0,0
10,4,24.0,1,84.51,0
9,3,19.8,0,67.68,0
18,5,19.2,0,100.0,0
13,6,39.8,1,93.83,0
9,0,37.8,0,57.09,1
14,3,29.9,0,93.78,0
18,2,23.2,0,100.0,0
3,1,35.3,1,61.59,1
1,1,16.2,1,85.87,0
8,3,32.0,0,49.4,1
9,5,27.0,0,61.8,1
10,0,44.3,1,64.02,1
13,2,30.2,1,92.96,0
6,3,31.6,1,54.51,1
22,3,36.4,1,99.33,0
14,6,29.5,0,100.0,0
21,1,21.7,1,100.0,0
18,2,31.1,0,100.0,0
21,0,43.3,1,100.0,0
14,1,27.3,0,88.6,0
23,3,35.4,1,95.74,0
7,1,44.3,1,47.85,1
10,1,39.9,1,74.19,0
8,4,34.8,0,48.96,1
14,1,37.1,0,95.09,0
0,5,43.1,0,85.03,0
0,1,43.8,0,78.43,0
18,5,44.1,1,100.0,0
2,2,33.8,1,64.69,1
9,1,26.5,1,54.14,1
7,0,19.0,0,52.74,1
14,5,26.6,1,94.21,0
9,5,43.3,1,59.93,1
0,3,41.7,1,79.63,0
17,2,30.7,0,100.0,0
1,1,31.1,0,66.41,0
18,6,24.3,1,100.0,0
12,0,28.6,0,83.27,0
21,3,36.4,0,100.0,0
0,2,27.1,1,76.94,0
1,5,20.6,1,84.15,0
15,0,31.2,0,95.68,0
14,1,21.8,0,89.88,0
12,6,44.2,1,79.68,0
15,4,26.7,1,100.0,0
16,4,42.3,1,100.0,0
20,2,21.8,1,100.0,0
6,6,20.7,1,61.28,1
23,0,33.5,1,87.41,0
16,3,38.4,1,100.0,0
6,0,32.0,0,45.31,1
12,6,21.9,0,85.24,0
4,5,16.1,1,65.2,0
16,4,33.5,0,100.0,0
2,2,18.9,0,69.19,0
6,1,25.3,1,66.49,0
16,0,35.3,1,100.0,0
6,4,17.9,1,61.28,1
20,3,18.8,0,100.0,0
0,2,16.8,1,83.94,0
16,1,44.9,1,100.0,0
16,0,26.6,0,100.0,0
10,3,42.2,1,62.43,1
2,1,23.8,0,64.32,1
14,5,37.6,0,91.71,0
20,4,21.6,1,100.0,0
10,5,29.9,1,72.9,0
15,4,39.7,1,100.0,0
21,3,39.5,0,100.0,0
8,5,38.8,1,57.76,1
23,4,39.7,0,80.7,0
23,2,21.3,1,100.0,0
0,3,29.5,1,82.41,0
21,4,29.5,1,100.0,0
15,0,41.7,1,100.0,0
8,4,23.9,0,50.54,1
18,5,42.9,1,100.0,0
11,2,28.5,1,80.24,0
18,1,35.1,1,100.0,0
21,1,23.1,1,100.0,0
8,4,27.3,0,52.6,1
6,1,36.3,0,43.07,1
13,4,30.4,1,93.01,0
18,2,42.9,0,100.0,0
18,1,37.1,1,100.0,0
1,5,31.9,0,75.83,0
8,5,41.6,1,60.5,1
12,0,35.0,0,82.78,0
14,4,34.4,0,95.28,0
2,1,22.4,0,66.61,0
10,5,26.8,0,66.81,0
20,6,35.5,0,100.0,0
13,2,41.8,1,86.07,0
7,2,24.5,0,60.39,1
17,6,21.5,1,100.0,0
18,6,32.8,1,100.0,0
15,0,17.0,1,100.0,0
1,2,36.4,1,78.23,0
7,2,36.1,1,53.0,1
21,1,25.6,1,100.0,0
5,4,41.8,1,52.41,1
11,3,30.1,1,79.42,0
14,2,34.4,1,96.68,0
7,2,21.3,1,57.94,1
3,3,27.5,1,71.12,0
14,2,40.9,0,83.37,0
19,1,21.4,1,100.0,0
16,1,26.7,1,100.0,0
12,3,24.5,1,84.34,0
17,5,19.5,0,100.0,0
1,2,23.7,0,74.18,0
12,5,22.0,1,92.05,0
12,2,42.7,0,77.06,0
21,4,37.2,0,96.58,0
14,2,24.5,1,100.0,0
19,1,37.9,1,100.0,0
9,0,15.7,0,65.72,0
2,6,30.8,0,66.12,0
18,0,22.5,1,100.0,0
2,0,18.4,1,76.33,0
21,0,41.5,1,94.54,0
13,6,21.0,1,94.97,0
7,5,39.7,1,48.07,1
22,6,27.4,1,90.92,0
3,5,15.4,0,64.39,1
19,6,37.0,1,100.0,0
10,6,32.9,1,68.98,0
10,2,25.3,0,72.83,0
10,5,23.4,1,71.97,0
1,2,17.2,1,81.96,0
16,4,43.2,0,97.8,0
8,2,29.8,0,56.98,1
1,0,17.6,1,83.65,0
23,3,41.1,0,82.36,0
14,3,23.4,1,95.58,0
15,1,21.1,1,100.0,0
3,1,23.4,0,65.8,0
7,2,31.9,1,49.61,1
8,6,17.2,1,70.47,0
4,6,29.5,1,55.26,1
15,3,41.9,1,100.0,0
12,0,20.6,0,96.96,0
6,5,24.9,0,49.16,1
19,0,26.9,1,100.0,0
16,0,32.6,1,100.0,0
2,2,42.6,1,58.64,1
4,2,26.8,1,58.56,1
18,4,17.1,1,100.0,0
11,0,25.4,0,78.57,0
6,6,20.7,0,55.34,1
8,6,34.6,0,53.38,1
5,0,15.9,1,71.01,0
16,2,23.8,1,100.0,0
15,2,31.4,1,100.0,0
22,4,23.3,0,100.0,0
2,4,31.5,1,76.52,0
20,1,18.4,0,100.0,0
3,3,43.3,1,63.97,1
9,0,23.7,1,68.72,0
4,6,42.7,1,62.64,1
20,0,24.8,1,100.0,0
21,4,38.5,0,95.01,0
9,4,22.4,1,58.09,1
11,1,35.1,1,78.33,0
9,3,24.7,0,66.18,0
12,1,30.3,0,74.72,0
10,6,35.2,0,59.81,1
21,3,32.7,1,100.0,0
15,5,32.3,1,100.0,0
7,0,17.0,1,63.18,1
7,1,22.5,1,60.36,1
7,4,32.2,0,49.32,1
12,1,15.5,0,76.56,0
1,5,22.5,0,77.44,0
11,1,21.9,0,85.33,0
9,0,22.5,0,62.53,1
11,5,31.1,1,71.2,0
10,4,32.5,1,68.26,0
14,4,42.3,1,100.0,0
15,2,26.6,0,100.0,0
16,5,42.8,0,100.0,0
1,2,34.6,1,81.17,0
17,2,42.4,1,100.0,0
11,0,40.0,1,75.38,0
18,1,35.6,1,100.0,0
22,4,25.7,1,100.0,0
17,4,22.2,1,100.0,0
16,1,21.7,0,100.0,0
5,4,43.6,1,50.45,1
14,1,43.8,0,87.66,0
2,5,36.7,1,72.08,0
5,0,41.5,0,47.17,1
2,0,42.6,0,58.02,1
0,6,30.3,0,83.82,0
12,0,33.9,1,86.89,0
20,1,27.6,1,100.0,0
13,6,27.6,1,85.79,0
12,1,16.2,1,86.25,0
3,3,28.0,0,62.78,1
6,6,35.2,1,45.13,1
21,4,27.7,1,98.74,0
9,4,41.2,1,56.77,1
6,3,25.0,0,55.37,1
20,3,19.0,0,100.0,0
14,0,39.3,1,99.73,0
14,3,35.2,1,93.52,0
3,1,22.3,1,61.14,1
22,2,31.1,1,100.0,0
22,1,27.1,0,98.01,0
5,6,43.2,1,46.7,1
23,3,33.2,1,81.91,0
19,4,19.8,0,100.0,0
4,1,30.1,1,53.72,1
19,4,40.9,1,100.0,0
11,1,35.1,1,75.52,0
0,4,40.3,0,80.28,0
7,5,22.5,0,52.82,1
0,1,41.7,1,79.23,0
4,6,37.7,1,58.44,1
21,4,36.9,0,97.46,0
5,2,25.4,0,43.83,1
20,6,41.6,0,100.0,0
2,0,34.1,1,70.72,0
14,1,40.6,0,97.85,0
4,2,25.8,0,59.88,1
23,0,19.4,0,88.16,0
13,1,25.0,1,93.19,0
17,2,28.7,0,100.0,0
15,2,31.0,1,100.0,0
5,6,30.3,1,63.4,1
23,5,31.4,1,92.02,0
13,2,40.3,1,87.09,0
23,5,20.1,0,96.94,0
7,3,24.5,1,63.77,1
6,6,41.7,1,56.0,1
7,4,31.8,1,47.46,1
12,6,32.5,0,79.65,0
5,0,29.3,0,50.05,1
17,4,31.5,0,100.0,0
1,4,20.9,0,70.6,0
7,5,31.4,1,59.7,1
10,4,44.9,1,67.31,0
0,2,32.0,1,88.78,0
21,5,16.3,0,100.0,0
5,4,38.9,0,49.68,1
15,5,26.9,0,100.0,0
19,3,19.6,1,100.0,0
11,5,40.9,1,77.31,0
10,1,20.9,1,70.92,0
9,2,42.6,0,54.88,1
2,0,28.3,0,71.79,0
12,1,37.3,1,88.27,0
2,1,31.4,0,61.68,1
14,1,22.7,1,93.75,0
15,4,35.1,1,100.0,0
12,5,43.7,0,81.19,0
16,5,38.1,1,100.0,0
2,6,33.1,1,58.6,1
19,4,44.7,1,100.0,0
10,2,23.0,1,74.42,0
20,4,16.9,1,100.0,0
18,4,16.0,0,100.0,0
21,4,36.3,1,95.47,0
10,2,39.9,0,59.74,1
15,6,34.1,1,100.0,0
20,2,42.2,0,97.17,0
2,3,35.9,0,67.14,0
21,6,26.1,0,100.0,0
5,3,20.4,1,60.86,1
13,3,42.7,0,89.22,0
23,3,18.1,1,87.71,0
17,5,31.3,1,100.0,0
16,1,24.4,0,100.0,0
3,1,23.1,0,51.96,1
22,3,34.4,1,100.0,0
14,3,21.9,1,100.0,0
10,0,42.5,1,59.27,1
2,1,27.2,0,59.98,1
2,0,35.3,1,72.47,0
15,6,36.8,1,100.0,0
4,0,35.5,1,58.46,1
20,4,42.1,1,100.0,0
9,5,21.9,1,66.98,0
18,6,17.6,1,100.0,0
3,2,16.7,1,61.79,1
18,1,41.3,1,100.0,0
10,3,44.2,1,55.19,1
1,6,24.1,1,78.31,0
9,3,35.8,1,61.96,1
10,2,15.3,1,70.73,0
19,6,20.7,0,100.0,0
15,1,35.7,1,99.28,0
18,6,17.0,1,100.0,0
22,3,29.1,1,100.0,0
23,3,34.9,1,93.45,0
10,4,38.0,1,72.73,0
13,0,28.6,0,87.4,0
1,6,33.9,1,78.35,0
22,3,31.2,0,87.39,0
4,5,16.6,1,64.09,1
4,1,37.3,0,50.72,1
18,5,20.2,0,100.0,0
20,2,16.0,1,100.0,0
11,6,28.5,0,70.79,0
17,4,41.0,0,100.0,0
3,1,19.5,1,71.97,0
21,4,15.4,0,100.0,0
16,0,18.3,0,100.0,0
9,3,25.9,0,53.46,1
19,1,32.4,1,100.0,0
5,2,20.8,1,47.9,1
13,6,39.1,1,89.2,0
10,0,37.6,1,64.78,1
10,0,35.9,0,65.43,0
17,4,29.6,1,100.0,0
22,0,26.0,0,100.0,0
21,1,26.3,1,100.0,0
17,4,30.1,1,100.0,0
23,0,17.3,0,95.98,0
22,6,35.5,0,92.68,0
10,2,25.5,1,68.16,0
20,6,21.7,1,100.0,0
11,5,23.3,1,75.68,0
4,1,20.4,1,53.55,1
22,2,42.0,1,100.0,0
8,2,20.1,0,59.44,1
8,4,41.5,1,47.52,1
21,3,32.2,0,100.0,0
9,4,41.0,1,61.37,1
21,1,29.2,1,100.0,0
18,1,42.8,0,100.0,0
0,4,21.3,1,85.42,0
6,3,31.6,0,42.93,1
3,6,18.8,0,59.46,1
0,4,28.4,1,85.11,0
14,1,32.1,0,89.87,0
7,3,33.2,1,57.61,1
11,1,26.0,1,84.84,0
21,3,17.3,1,100.0,0
21,3,34.7,1,93.37,0
17,4,29.7,1,100.0,0
14,4,19.1,1,99.02,0
16,4,43.1,1,100.0,0
13,3,43.7,0,82.53,0
13,3,40.7,1,85.25,0
17,1,40.3,0,99.05,0
19,2,18.0,1,100.0,0
17,4,44.8,1,100.0,0
15,5,27.0,0,100.0,0
0,1,19.9,0,84.26,0
22,1,39.4,0,88.52,0
10,0,21.8,0,65.1,0
14,4,30.8,1,99.01,0
11,6,18.8,1,81.07,0
7,1,29.2,0,54.33,1
21,0,31.7,1,100.0,0
19,5,28.4,0,100.0,0
5,5,17.1,0,57.17,1
2,6,29.5,0,67.27,0
23,4,29.1,0,88.54,0
12,3,22.8,0,81.11,0
12,0,42.6,1,81.91,0
1,3,27.5,0,69.71,0
4,5,40.9,0,45.07,1
16,5,18.3,1,100.0,0
5,2,24.6,0,53.73,1
1,2,20.3,0,76.51,0
3,6,27.3,1,63.53,1
21,2,18.3,1,100.0,0
10,2,28.2,1,69.63,0
7,6,25.6,1,49.75,1
11,1,21.7,1,77.05,0
7,2,34.3,0,52.73,1
10,1,43.5,0,57.97,1
21,1,21.2,0,94.69,0
19,4,36.4,1,100.0,0
7,1,37.3,1,45.19,1
7,1,29.9,1,54.5,1
16,2,41.9,1,100.0,0
19,1,44.0,1,100.0,0
19,3,25.9,1,100.0,0
22,6,34.5,0,100.0,0
15,2,34.9,1,100.0,0
13,6,27.1,0,87.49,0
10,0,24.5,0,62.07,1
6,2,43.0,0,46.97,1
15,1,38.7,1,100.0,0
12,3,18.4,1,93.08,0
14,6,18.6,1,100.0,0
23,2,42.7,1,90.98,0
15,3,17.4,1,100.0,0
20,6,35.7,0,100.0,0
22,0,21.8,0,91.08,0
23,5,16.1,1,93.81,0
8,0,16.8,0,60.99,1
2,5,26.2,0,72.59,0
18,4,17.3,1,100.0,0
19,5,32.9,0,100.0,0
4,4,34.4,0,52.58,1
9,2,26.2,1,60.39,1
16,4,37.3,0,100.0,0
14,3,29.7,1,90.51,0
22,4,27.9,1,100.0,0
7,3,27.2,1,67.94,0
14,6,27.9,0,85.91,0
20,6,44.0,0,94.6,0
13,5,35.4,0,92.94,0
19,5,24.5,1,100.0,0
6,5,37.0,0,54.82,1
20,4,24.9,0,100.0,0
22,5,18.8,1,100.0,0
11,4,29.3,1,82.18,0
16,4,37.5,1,100.0,0
16,1,26.3,0,100.0,0
9,1,41.1,1,63.11,1
18,4,26.6,0,100.0,0
13,6,25.5,1,99.13,0
